Vehicle Body Type,Plate Type,Registration State,Vehicle Color,Vehicle Year,Vehicle Make
CONV,PAS,NY,OTHER,2013,MINI
P-U,PAS,NY,GREY,2007,TOYOT
SUBN,PAS,NY,GOLD,2007,HYUND
P-U,PAS,NY,OTHER,2010,FORD
SDN,PAS,NY,OTHER,1997,NISSA
SDN,PAS,NY,GREY,2005,VOLLS
SDN,PAS,NY,GREY,2005,DODGE
VAN,PAS,NY,BLACK,2015,ME/BE
SUBN,PAS,NY,BLACK,2002,TOYOT
SUBN,PAS,NY,GREY,2009,BMW
R,PAS,NY,GREY,2014,HYUND
SDN,PAS,NY,GREY,2008,SUBAR
SUBN,PAS,NY,BLACK,2002,ACURA
SUBN,PAS,NY,BLUE,2002,TOYOT
SUBN,PAS,NY,OTHER,2008,MITSU
VAN,PAS,NY,BLACK,2013,DODGE
SUBN,PAS,NY,OTHER,2016,FIAT
SDN,PAS,NY,BLACK,2016,CADUK
SUBN,PAS,NY,OTHER,2015,CHEVR
PICK,PAS,NY,RED,2013,HONDA
TWOD,PAS,NY,GREY,2014,TOYOT
SUBN,PAS,NY,GREY,2014,ME/BE
,PAS,NY,RED,1997,TOYOT
SUBN,PAS,NY,OTHER,2013,INFIN
SDN,PAS,NY,GREY,2011,WV
,PAS,NY,GREY,2016,ROVER
SDN,PAS,NY,BROWN,1995,NISSA
SDN,PAS,NY,SILVER,2012,DODGE
,PAS,NY,BLACK,2015,TOYOT
SUBN,PAS,NY,GOLD,2004,GMC
SUBN,PAS,NY,OTHER,2008,BMW
SUBN,PAS,NY,GREEN,2002,NISSA
SUBN,PAS,NY,BLACK,2013,VOLKS
SUBN,PAS,NY,RED,2006,DODGE
SUBN,PAS,NY,RED,2016,INFIN
SUBN,PAS,NY,GOLD,2002,BMW
,PAS,NY,BLACK,2007,BMW
SDN,PAS,NY,GREEN,1997,BMW
SDN,PAS,NY,RED,1999,BMW
SUBN,PAS,NY,BLUE,2016,DODGE
SUBN,PAS,NY,BLACK,2004,MAZDA
SUBN,PAS,NY,BLACK,2005,MERCU
VAN,PAS,NY,GREY,1995,CHEVR
SDN,PAS,TX,GREY,1999,MERCU
SDN,PAS,TX,BLACK,2005,LINCO
SDN,PAS,NY,TAN,1998,LEXUS
SDN,PAS,NY,OTHER,2006,ACURA
SUBN,PAS,NY,TAN,2004,NISSA
SUBN,PAS,NY,GREEN,2008,FORD
SDN,PAS,NY,BLUE,2003,INFIN
SUBN,PAS,NY,BLACK,2001,CHRYS
SDN,PAS,NY,SILVER,2003,LEXUS
SUBN,PAS,NY,TAN,2008,TOYOT
SDN,PAS,NY,TAN,1995,HONDA
SUBN,PAS,NY,SILVER,2002,VOLVO
SDN,PAS,NY,SILVER,2011,VOLKS
SUBN,PAS,NY,BLUE,2017,ME/BE
SUBN,PAS,NY,SILVER,2003,HYUND
SDN,PAS,NY,PURPL,2009,TOYOT
SUBN,PAS,NY,SILVER,2017,ME/BE
VAN,PAS,NY,GREY,2002,VOLKS
SDN,PAS,NY,BLACK,2006,KIA
SDN,PAS,NY,BLUE,2015,LEXUS
SUBN,PAS,NY,BLUE,2009,TOYOT
SDN,PAS,NY,RED,2002,MITSU
,PAS,NY,OTHER,2015,FORD
SDN,PAS,NY,GREEN,2002,
SUBN,PAS,NY,BLACK,2004,SATUR
SDN,PAS,NY,OTHER,2017,GEKI
SDN,PAS,NY,GREY,2011,JEEP
SUBN,PAS,NY,OTHER,2004,VOLKS
SDN,PAS,NY,TAN,2008,ME/BE
P-U,PAS,NY,BLACK,2008,GMC
SDN,PAS,NY,GREY,2013,SUBAR
SDN,PAS,NY,TAN,2014,ME/BE
SDN,PAS,PA,OTHER,2007,ACURA
P-U,PAS,NY,OTHER,2001,NISSA
SUBN,PAS,NY,OTHER,2012,FRUEH
SUBN,PAS,NY,BLUE,2008,NISSA
SUBN,PAS,NY,RED,2010,HONDA
VAN,PAS,NY,YELLOW,2003,HUMME
SDN,PAS,NY,RED,2012,SUBAR
FOUR,PAS,NY,OTHER,2001,TOYOT
SUBN,PAS,NY,ORANGE,2017,NISSA
SUBN,PAS,NY,SILVER,2001,HYUND
SUBN,PAS,NY,BLACK,2004,
SUBN,PAS,NY,GREEN,2006,FORD
SDN,PAS,NY,BLUE,2002,SUBAR
SUBN,PAS,NY,SILVER,2017,BMW
SUBN,PAS,NY,GREEN,2014,HYUND
SDN,PAS,NY,GREY,2009,MAZDA
P-U,PAS,NY,BROWN,2015,GMC
SDN,PAS,NY,SILVER,2003,MAZDA
SDN,PAS,NY,BLUE,2015,CHEVR
P-U,PAS,NY,BLACK,2017,CHEVR
SUBN,PAS,NY,BLUE,2004,MITSU
P-U,PAS,NY,GREY,2015,GMC
SUBN,PAS,NY,GREY,2002,MAZDA
VAN,PAS,NY,BLUE,2006,CHRYS
SUBN,PAS,NY,BLACK,1999,TOYOT
SUBN,PAS,NY,GREY,2009,DODGE
SUBN,PAS,NY,SILVER,2015,BMW
VAN,PAS,NY,GREY,2012,CHEVR
SDN,PAS,PA,GREY,2007,FORD
SUBN,PAS,PA,BLUE,1996,ISUZU
SDN,PAS,NY,BLUE,2006,DODGE
VAN,PAS,NY,TAN,2003,OLDSM
SDN,PAS,NY,BLACK,2006,VOLVO
SUBN,PAS,NY,GOLD,2003,INFIN
SUBN,PAS,NY,GREY,2003,BMW
SUBN,PAS,NY,TAN,2007,FORD
SDN,PAS,NY,PURPL,2006,HYUND
SDN,PAS,NY,BLACK,2002,CHRYS
SDN,PAS,PA,GREY,2012,HONDA
SUBN,PAS,NY,RED,2009,INFIN
SDN,PAS,NY,SILVER,2014,HYUND
SUBN,PAS,NY,SILVER,2002,HONDA
FOUR,PAS,NY,SILVER,2009,NISSA
,PAS,NY,RED,2013,CHEVR
FOUR,PAS,NY,OTHER,2002,NISSA
SUBN,PAS,NY,RED,2010,FORD
SDN,PAS,NY,GREY,2018,GMC
SDN,PAS,NY,RED,2007,CHRYS
VAN,PAS,NY,RED,2004,TOYOT
SDN,PAS,NY,SILVER,2007,INFIN
SDN,PAS,NY,TAN,2004,MERCU
,PAS,NY,GREY,2015,BMW
SUBN,PAS,NY,GREY,2008,HYUND
SUBN,PAS,NY,SILVER,2017,NISSA
SDN,PAS,NY,GREY,2016,VOLKS
FOUR,PAS,NY,OTHER,2016,ME/BE
,PAS,NY,GOLD,2005,TOYOT
SUBN,PAS,NY,TAN,2006,ME/BE
FOUR,PAS,NY,OTHER,1996,HONDA
FOUR,PAS,NY,SILVER,2010,
FOUR,PAS,NY,GREEN,2015,MINI
VAN,PAS,NY,GREY,2015,CHREY
SDN,PAS,NY,RED,2005,HYUND
SUBN,PAS,NY,GREY,1999,FORD
P-U,PAS,NY,RED,1999,FORD
FOUR,PAS,NY,GREY,2014,NISSA
TWOD,PAS,NY,BLACK,2001,TOYOT
SUBN,PAS,NY,GREY,1998,GMC
FOUR,PAS,NY,BLACK,2010,TOYOT
SUBA,PAS,NY,GREY,2007,NISSA
SUBN,PAS,NY,OTHER,2003,CHRYS
SDN,PAS,NY,OTHER,2009,TOYOT
PICK,PAS,NY,OTHER,2004,DODGE
SUBN,PAS,NY,BLUE,1993,CHEVR
SDN,PAS,NY,OTHER,2011,ACURA
SDN,PAS,NY,BLACK,2008,CHEVR
SUBN,PAS,NY,OTHER,2009,ROVER
SUBN,PAS,NY,BLACK,1998,FORD
SUBN,PAS,NY,SILVER,2011,BMW
SDN,PAS,PA,GREY,2004,BMW
SDN,PAS,NY,ORANGE,2006,SUZUK
SUBN,PAS,NY,GREEN,1998,TOYOT
SDN,PAS,NY,BLACK,2009,CADIL
P-U,PAS,NY,RED,1996,TOYOT
VAN,PAS,NY,OTHER,2003,GMC
SDN,PAS,NY,OTHER,2013,SUBAR
VAN,PAS,NY,GOLD,2003,CHRYS
SUBN,PAS,OH,BLACK,2006,LEXUS
SUBN,PAS,NY,GREY,2013,MITSU
SDN,PAS,NY,GOLD,2006,TOYOT
SUBN,PAS,NY,BLUE,2004,VOLKS
VAN,PAS,NY,BLACK,2015,AUDI
,PAS,NY,SILVER,2015,
SUBN,PAS,NY,SILVER,1999,
VAN,PAS,NY,OTHER,2014,
,PAS,NY,OTHER,2016,ME/BE
SDN,PAS,NY,TAN,1998,FORD
SDN,PAS,NY,BLUE,1998,ME/BE
SUBN,PAS,NY,OTHER,2004,
SUBN,PAS,NY,GREY,2001,LINCO
P-U,PAS,NY,TAN,2001,FORD
SUBN,PAS,NY,TAN,2003,ACURA
SUBN,PAS,NY,OTHER,2005,GMC
SDN,PAS,NJ,SILVER,2018,BMW
SUBN,PAS,NY,OTHER,1997,FORD
SUBN,PAS,NY,GREY,2005,PORSC
,PAS,NY,BLACK,2012,
,PAS,NY,GREY,2004,CHRYS
SDN,PAS,NY,ORANGE,2005,FORD
SDN,PAS,NY,BLUE,1999,BMW
SDN,PAS,PA,OTHER,2002,FORD
SDN,PAS,NY,OTHER,1988,TOYOT
SDN,PAS,NY,GOLD,2008,ME/BE
SUBN,PAS,NY,BLUE,2008,JEEP
SDN,PAS,NY,TAN,2002,FORD
SDN,PAS,NY,BLUE,2015,MUSER
SDN,PAS,NY,OTHER,1998,HYUND
SUBN,PAS,NY,BLACK,2009,INFIN
,PAS,NY,GREY,2002,TOYOT
P-U,PAS,TX,OTHER,2005,TOYOT
SDN,PAS,FL,OTHER,2017,HONDA
P-U,PAS,NY,GREEN,1998,TOYOT
SDN,PAS,NY,BROWN,2017,HONDA
SUBN,PAS,NY,BLUE,2016,INFIN
SDN,PAS,NY,BROWN,2014,HONDA
SDN,PAS,NY,TAN,2006,INFIN
TAXI,PAS,NY,OTHER,2013,TOYOT
SDN,PAS,NY,GREY,2015,CHRY
SUBN,PAS,NY,BLUE,2009,VOLKS
SUBN,PAS,NY,GREY,2003,VOLVO
SDN,PAS,NY,TAN,2002,OLDSM
SDN,PAS,NY,RED,2012,LEXUS
VAN,PAS,NY,OTHER,2011,CHEVR
,PAS,NY,GREY,2006,FORD
,PAS,NY,GREY,2010,TOYOT
SUBN,PAS,NY,GREY,1998,JEEP
SUBN,PAS,NY,RED,2007,AUDI
SDN,PAS,NY,RED,2001,HYUND
SUBN,PAS,NY,OTHER,2017,CADIL
SDN,PAS,NY,RED,1991,ME/BE
SUBN,PAS,NY,GOLD,1998,INFIN
,PAS,NY,BLACK,2015,BMW
R,PAS,NY,GREY,2014,ME/BE
SDN,PAS,NY,OTHER,2015,FIAT
SDN,PAS,NY,BLUE,2006,ACURA
I,PAS,NY,OTHER,2015,TOYOT
SUBN,PAS,NY,GREY,2004,SATUR
SDN,PAS,NY,BLACK,2012,SUBAR
SDN,PAS,NY,BLACK,2006,MINI
SDN,PAS,NY,GOLD,2002,TOYOT
SDN,PAS,NY,SILVER,2005,AUDI
SUBN,PAS,NY,RED,2012,CHEVR
TWOD,PAS,NY,YELLOW,2012,TOYOT
SDN,PAS,NY,BLUE,2017,AUDI
SDN,PAS,NY,GOLD,2005,CHRYS
TWOD,PAS,NY,SILVER,2016,DODGE
FOUR,PAS,NY,BLUE,2008,HONDA
SDN,PAS,NY,SILVER,2006,INFIN
FOUR,PAS,NY,OTHER,2015,TOYOT
FOUR,PAS,NY,SILVER,2014,ME/BE
FOUR,PAS,NY,BLACK,2012,ME/BE
FOUR,PAS,NY,BLACK,2004,HONDA
VAN,PAS,NY,BLACK,2006,DODGE
SDN,PAS,NY,GOLD,1999,HONDA
PICK,PAS,NY,OTHER,2013,TOYOT
SDN,PAS,NY,OTHER,2001,
SDN,PAS,NY,OTHER,2005,
SUBN,PAS,NY,OTHER,2004,LEXUS
VAN,PAS,NY,RED,1996,GMC
TRUC,PAS,NJ,OTHER,2003,INTER
SDN,PAS,NY,OTHER,2015,PORSC
SUBN,PAS,NY,OTHER,2020,TOYOT
SDN,PAS,NY,BEIGE,2014,HYUND
SDN,PAS,NY,BLACK,2004,VOLVO
MC,PAS,NY,BLACK,2007,TGB
SUBN,PAS,NY,BLUE,2010,SUBAR
SUBN,PAS,NY,BLUE,2014,CHEVR
SDN,PAS,NY,SILVER,2001,MAZDA
FOUR,PAS,NY,OTHER,2015,KIA
SDN,PAS,NY,GREY,2006,SUBAR
FOUR,PAS,NY,OTHER,2014,INFIN
SUBN,PAS,NY,BLUE,2001,BMW
FOUR,PAS,NY,GREY,2007,NISSA
BUS,PAS,NY,GREY,1997,MCI
SUBN,PAS,NY,BEIGE,2004,GMC
SDN,PAS,NY,GOLD,2010,TOYOT
SUBN,PAS,NY,OTHER,2004,CADI
SDN,PAS,NY,SILVER,2005,HYUND
SDN,PAS,NY,BLACK,2012,MAZDA
SDN,PAS,NY,GREY,2003,GMC
SDN,PAS,NY,SILVER,2009,CHEVR
SUBN,PAS,NY,GREY,2001,MITSU
SUBN,PAS,PA,BLUE,2008,TOYOT
BUS,PAS,NY,YELLOW,2001,IC
SDN,PAS,VA,BLACK,2012,VOLKS
SDN,PAS,NY,ORANGE,2017,FORD
SDN,PAS,FL,RED,2002,BMW
VAN,PAS,NY,GREY,2004,CHEVR
MOTO,PAS,NY,BLACK,2014,HARLE
MOTO,PAS,NY,BLUE,2010,KAWAS
,PAS,NY,GREEN,2013,KAWAS
DELV,PAS,NY,OTHER,2016,INTER
SDN,PAS,NY,BLUE,2002,ME
DELV,PAS,NY,OTHER,1990,INTER
SUBN,PAS,NY,BLACK,2011,SUBAR
SUBN,PAS,NY,RED,2001,TOYOT
MOTO,PAS,NY,GREY,2013,PIACC
SUBN,PAS,NY,BLUE,2014,MAZDA
SUBN,PAS,NY,SILVER,2005,GMC
FOUR,PAS,NY,SILVER,2006,NISSA
DSD,PAS,NY,BLUE,2005,TOYOT
FOUR,PAS,NY,GREY,2014,ACURA
FOUR,PAS,NY,RED,2013,ME/BE
SUBN,PAS,NY,SILVER,2016,ME/BE
SUBN,PAS,NY,BLUE,2014,ROVER
FOUR,PAS,NY,SILVER,2003,VOLKS
FOUR,PAS,NY,BLACK,2006,ME/BE
SDN,PAS,NY,SILVER,1999,LEXUS
SDN,PAS,CT,OTHER,2015,NISSA
SUBN,PAS,MA,GREY,2016,NISSA
SDN,PAS,NY,OTHER,2009,MAZDA
SUBN,PAS,NY,GREY,2007,INFIN
SUBN,PAS,GA,SILVER,2003,
SUBN,PAS,NY,BLUE,2007,LEXUS
SUBN,PAS,NY,BLUE,2001,GMC
SUBN,PAS,FL,BLACK,2004,VOLKS
TAXI,PAS,NY,YELLOW,2014,TOYOT
SDN,PAS,FL,GREY,2017,CHEVR
,PAS,FL,BLACK,2016,LEXUS
SDN,PAS,NC,BLACK,2006,
SUBN,PAS,NY,OTHER,2002,BMW
,PAS,NY,OTHER,2013,TOYOT
SUBN,PAS,NY,SILVER,2003,NISSA
SUBN,PAS,NY,BLACK,2009,MERCU
SDN,PAS,NY,BLACK,2020,AE
SDN,PAS,FL,GREY,2015,HONDA
FOUR,PAS,NY,OTHER,1999,MITSU
VAN,PAS,NJ,RED,1996,DODGE
SUBN,PAS,NY,GREY,2006,KIA
P-U,PAS,NY,BLUE,2014,CHEVR
FOUR,PAS,NY,GREY,2005,CADIL
SUBN,PAS,NY,RED,2001,SUBAR
SEDA,PAS,NY,OTHER,2014,DODGE
SUBN,PAS,NY,RED,2009,HONDA
SUBN,PAS,NY,GOLD,2014,SUBAR
TAXI,PAS,NY,GREEN,2013,TOYOT
TAXI,PAS,NY,YELLOW,2014,
SDN,PAS,MA,BLUE,2015,TOYOT
DELV,PAS,NY,BLACK,2005,MERCU
SDN,PAS,NY,BLUE,2003,ME/BE
SUBN,PAS,NY,RED,2007,MITSU
VAN,PAS,NY,YELLOW,2015,NISSA
SUBN,PAS,NY,RED,2015,CHRYS
,PAS,CT,ORANGE,2013,JEEP
SDN,PAS,NV,OTHER,2016,NISSA
SDN,PAS,NY,RED,2009,KIA
SDN,PAS,GA,BLACK,2008,ME/BE
SDN,PAS,FL,BLACK,2014,HONDA
SUBN,PAS,NY,BLACK,1998,JEEP
VAN,PAS,NY,GREEN,2003,FORD
VAN,PAS,NY,GREY,1998,CHEVR
SDN,PAS,NY,TAN,2010,NISSA
SDN,PAS,NY,BLACK,2012,CADIL
SDN,PAS,NY,GREY,2002,GMC
SDN,PAS,NY,BLUE,2017,JEEP
SDN,PAS,VA,BLACK,2006,MERCU
SUBN,PAS,IA,OTHER,2014,CHEVR
SUBN,PAS,NY,GREY,1996,DODGE
SUBN,PAS,NY,GOLD,2005,JEEP
SDN,PAS,NY,GOLD,2007,FORD
SDN,PAS,CA,BLACK,2014,VOLKS
SDN,PAS,NY,GOLD,2002,CHEVR
SUBN,PAS,NY,BROWN,2009,NISSA
SDN,PAS,NY,BROWN,2011,HYUND
SDN,PAS,NY,TAN,2004,LINCO
SUBN,PAS,NY,GREEN,2004,NISSA
VAN,PAS,NY,BLUE,2009,
SUBN,PAS,NY,OTHER,2014,MAZDA
SUBN,PAS,NY,BROWN,1990,CHEVR
SDN,PAS,NY,BLACK,1996,TOYOT
SUBN,PAS,NY,BLACK,2001,
SDN,PAS,NY,SILVER,2005,ACURA
SDN,PAS,NY,BLACK,2005,GMC
SUBN,PAS,NY,RED,2006,HYUND
VAN,PAS,NY,OTHER,2015,CHEVR
SUBN,PAS,NY,OTHER,2007,JEEP
SDN,PAS,NY,BLACK,1999,MERCU
SDN,PAS,VA,RED,2010,SCION
SUBN,PAS,NY,GREY,2010,SUBAR
SDN,PAS,NY,SILVER,1998,LEXUS
SDN,PAS,FL,GREY,2017,TOYOT
SUBN,PAS,NY,GREY,2003,KIA
SDN,PAS,NY,SILVER,2012,CADI
SDN,PAS,NY,BLACK,2012,CHRYC
SDN,PAS,NY,BEIGE,2012,TOYOT
SUBN,PAS,NY,BROWN,2015,LEXUS
SDN,PAS,NY,GREY,2016,CADIL
SDN,PAS,NY,SILVER,2001,ACURA
SDN,PAS,NY,RED,2011,SUBAR
SDN,PAS,NY,TAN,1996,
P-U,PAS,NY,OTHER,2008,TOYOT
SUBN,PAS,VA,OTHER,2017,FORD
SUBN,PAS,NJ,RED,2015,HYUND
TAXI,PAS,NY,BLACK,2013,GMC
SDN,PAS,NY,OTHER,1995,ACURA
SUBN,PAS,NY,PURPL,2012,NISSA
SUBN,PAS,NY,BLACK,2012,SUBAR
SUBN,PAS,NY,GREEN,2013,FORD
VAN,PAS,NY,SILVER,2015,TOYOT
SDN,PAS,NY,RED,2008,LEXUS
SDN,PAS,NY,SILVER,2007,LEXUS
CONV,PAS,NY,BLACK,2013,VOLKS
SUBN,PAS,NY,OTHER,2006,LINCO
VAN,PAS,NJ,OTHER,2013,FORD
SUBN,PAS,NY,OTHER,2008,AURA
P-U,PAS,NY,OTHER,1999,CHEVR
SUBN,PAS,NY,GOLD,2005,TOYOT
SUBN,PAS,NY,BLACK,2011,HYUND
FOUR,PAS,NY,SILVER,2011,CADIL
SUBN,PAS,NY,BLACK,2005,INFIN
SUBN,PAS,MA,GREY,2006,HUMME
P-U,PAS,NY,BLACK,2012,NISSA
SUBN,PAS,NY,RED,2006,HONDA
SDN,PAS,MD,GREY,2009,LEXUS
SUBN,PAS,NY,RED,2003,
SUBN,PAS,NY,GREY,2006,MITSU
SDN,PAS,TX,GREY,2007,CHRYS
SUBN,PAS,NY,RED,2007,CURTS
SUBN,PAS,NY,BLACK,2010,MERCU
SUBN,PAS,NY,PURPL,2011,LINCO
SDN,PAS,NY,BLUE,2015,AUDI
SUBN,PAS,NY,SILVER,2005,CHEVR
SDN,PAS,NY,SILVER,2005,BUICK
SUBN,PAS,NY,SILVER,2011,SCION
SUBN,PAS,NY,SILVER,2010,CHRYS
FOUR,PAS,NY,GREY,2010,HONDA
SUBN,PAS,NY,GREY,2010,ACURA
SDN,PAS,NY,RED,2003,HYUND
MOT,PAS,NY,GREEN,2013,KAWAS
SUBN,PAS,NY,BLACK,2002,INFIN
SUBN,PAS,NY,SILVER,2007,DODGE
SUBN,PAS,NY,GOLD,2010,TOYOT
SUBN,PAS,NY,BLACK,2012,HYUN
SUBN,PAS,NY,GREEN,2009,HONDA
SUBN,PAS,NY,BLUE,1996,NISSA
CONV,PAS,NY,OTHER,2002,ME/BE
SUBN,PAS,NY,SILVER,2003,INFIN
SUBN,PAS,NY,SILVER,2015,CADIL
SUBN,PAS,NY,SILVER,2009,SUBAR
SDN,PAS,NY,GREEN,2011,BMW
SDN,PAS,NY,GREEN,2003,ACURA
SDN,PAS,NJ,GREY,1997,BMW
SUBN,PAS,NJ,BLACK,2016,DODGE
VAN,PAS,NY,BLACK,2015,
VAN,PAS,NY,GREY,2001,DODGE
SUBN,PAS,NY,RED,2008,CHRYS
SUBN,PAS,NY,BLUE,2012,ACURA
SRNF,PAS,NY,OTHER,2012,FORD
FOUR,PAS,NY,GREY,2015,NISSA
FOUR,PAS,NY,GREY,2013,VOLKS
SUBN,PAS,NY,OTHER,2008,MAZDA
SUBN,PAS,NY,BLUE,2005,VOLVO
DELV,PAS,NY,ORANGE,2016,HIN
,PAS,NY,TAN,1999,TOYOT
SDN,PAS,PA,OTHER,2007,TOYOT
VAN,PAS,NY,GREY,2012,FORD
SUBN,PAS,VA,GREY,2006,SATUR
SDN,PAS,NJ,RED,2009,DODGE
SUBN,PAS,NY,GREEN,1998,DODGE
SUBN,PAS,NY,BLUE,2002,CHRYS
FOUR,PAS,NY,SILVER,2017,HYUN
SUBN,PAS,NY,BLACK,2002,LEXUS
SUBN,PAS,NY,GREY,2013,GMC
SDN,PAS,NY,GREY,2003,CHRYS
P-U,PAS,NY,RED,2010,FORD
SUBN,PAS,NY,GREEN,2001,DODGE
RLLR,PAS,NY,BLACK,2002,CHEVR
P-U,PAS,NY,GREY,2010,DODGE
SDN,PAS,NJ,OTHER,2017,BMW
SDN,PAS,TN,RED,2002,HYUND
SUBN,PAS,NC,BLACK,2017,NISSA
SUBN,PAS,NY,GOLD,2007,MAZDA
SUBN,PAS,KY,GOLD,2011,CADIL
SUBN,PAS,AL,OTHER,2008,DODGE
VAN,PAS,NY,BLACK,2015,TOYOT
VAN,PAS,AZ,BLUE,2002,CHEVR
ACUR,PAS,NJ,OTHER,2016,
SDN,PAS,OH,GREY,2013,CHRYS
SUBN,PAS,NY,GREEN,2007,TOYOT
TAXI,PAS,NY,YELLOW,2004,NISSA
SUBN,PAS,NY,SILVER,2004,LINCO
SUBN,PAS,NY,GREY,2006,SATUR
SUBN,PAS,NY,PURPL,2016,TOYOT
SUV,PAS,NY,GREY,2007,LEXUS
SDN,PAS,FL,BLACK,2017,ME/BE
SDN,PAS,NJ,OTHER,2014,BMW
,PAS,NY,TAN,2008,FORD
SUBN,PAS,NJ,GREY,2017,HONDA
SUBN,PAS,NY,GOLD,2007,TOYOT
SDN,PAS,WA,OTHER,2013,ACURA
SDN,PAS,MD,GREY,2006,KIA
SDN,PAS,FL,GREY,2002,NISSA
SDN,PAS,NC,BLACK,2016,CHRYS
VAN,PAS,NY,BLUE,1999,HONDA
SDN,PAS,NJ,BLACK,2006,PONTI
SDN,PAS,NY,RED,2012,ACURA
SUBN,PAS,NJ,GREY,2012,LEXUS
SDN,PAS,NC,BLACK,2005,DODGE
SUBN,PAS,NY,RED,2012,ACURA
MOT,PAS,NY,BLUE,2006,HONDA
SDN,PAS,NH,BLACK,2004,JAGUA
SDN,PAS,NY,OTHER,2005,KIA
COM,PAS,NY,OTHER,2005,FORD
SUBN,PAS,PA,RED,2002,ACURA
SUBN,PAS,FL,BLUE,2017,CHEVR
SDN,PAS,FL,OTHER,2015,ME/BE
SDN,PAS,NY,TAN,2008,SUBAR
SUBN,PAS,NY,GREY,1993,OLDSM
SDN,PAS,NJ,BLACK,2009,BMW
,PAS,NY,YELLOW,2013,BUS
SDN,PAS,FL,GREY,2009,NISSA
SDN,PAS,MD,GREY,2016,HYUND
SDN,PAS,NC,GREY,2003,HONDA
SDN,PAS,NY,BLACK,2008,PONTI
SUBN,PAS,PA,TAN,2007,ME/BE
SUBN,PAS,NY,GREY,2001,SUBAR
SDN,PAS,VA,BLACK,2007,
SUBN,PAS,NC,GREEN,1993,ISUZU
TAXI,PAS,NY,BLACK,2015,TOYOT
SDN,PAS,NY,BLUE,2007,SUZUK
SUBN,PAS,NY,RED,2004,HYUND
SDN,PAS,NY,BLACK,2003,ACURA
FOUR,PAS,NY,OTHER,2014,HONDA
SUBN,PAS,NY,SILVER,2012,GMC
P-U,PAS,NY,BLACK,2007,DODGE
SDN,PAS,PA,GREY,2007,LEXUS
SDN,PAS,MA,BLUE,2001,TOYOT
SDN,PAS,NC,GREY,2017,NISSA
SUBN,PAS,NY,BLACK,2004,CADI
SDN,PAS,FL,TAN,2005,HONDA
VAN,PAS,MD,OTHER,2001,HONDA
SDN,PAS,NY,SILVER,2007,ME/BE
MOTO,PAS,NY,BLUE,2017,KAWAS
SUBN,PAS,NJ,BLUE,2007,CHEVR
SDN,PAS,NY,OTHER,2009,DODGE
SDN,PAS,PA,BLACK,2005,AUDI
SDN,PAS,NJ,BLUE,2001,MAZDA
SUBN,PAS,NY,GREY,2013,ROVER
SDN,PAS,UT,BLUE,2013,HYUND
VAN,PAS,NY,BLUE,2011,CHRYS
SDN,PAS,NC,BEIGE,2016,NISSA
,PAS,NY,BLACK,2013,TOYOT
,PAS,FL,BLACK,2003,BMW
SDN,PAS,NY,OTHER,2009,MITSU
SDN,PAS,NY,BLACK,1999,
,PAS,NY,BLUE,2010,DODGE
SUBN,PAS,NY,RED,1999,JEEP
SDN,PAS,GA,OTHER,2016,TOYOT
SUBN,PAS,NY,GREEN,1996,JEEP
VAN,PAS,PA,GREY,2003,FORD
P-U,PAS,FL,BLACK,1999,FORD
TAXI,PAS,NY,BLACK,2007,LINCO
SUBN,PAS,NY,SILVER,2011,ROVER
SUBN,PAS,NY,GREY,2010,HUMME
SUBN,PAS,NY,YELLOW,2012,THOMA
SUBN,PAS,NC,GREY,2006,JAGUA
SDN,PAS,NJ,BLACK,2016,NISSA
SDN,PAS,MA,GREY,2005,TOYOT
SDN,PAS,NY,GREEN,1997,ACURA
SDN,PAS,IL,GREY,2015,MAZDA
DELV,PAS,NY,BROWN,2011,WORKH
SDN,PAS,NY,RED,2003,FORD
P-U,PAS,NY,BLUE,2007,FORD
SDN,PAS,NY,BLACK,2015,
SDN,PAS,NY,SILVER,2017,ACURA
TRUC,PAS,NY,OTHER,2007,GMC
P-U,PAS,FL,RED,2004,FORD
SUBN,PAS,NY,SILVER,2004,JEEP
SDN,PAS,NY,GREY,1999,BMW
SDN,PAS,NY,SILVER,2010,CHEVR
SDN,PAS,NY,GOLD,2002,ME/BE
VAN,PAS,NY,OTHER,1989,CHEVR
SDN,PAS,NY,RED,2003,SUBAR
VAN,PAS,PA,BLACK,2013,TOYOT
DELV,PAS,NY,BROWN,2005,MERCU
SUBN,PAS,NY,GREY,2016,LINCO
VAN,PAS,NY,GREY,2004,NISSA
SDN,PAS,NC,OTHER,2009,HONDA
SDN,PAS,GA,GREY,2010,BMW
VAN,PAS,NY,BROWN,2001,GMC
,PAS,NY,GREY,2002,NISSA
SDN,PAS,CT,GREY,2003,ME/BE
DELV,PAS,NY,OTHER,2007,NISSA
SDN,PAS,NY,GOLD,2004,TOYOT
SDN,PAS,NY,BLUE,2004,AUDI
P-U,PAS,NY,OTHER,2001,GMC
SDN,PAS,NJ,TAN,2005,HONDA
SDN,PAS,NY,BLUE,1997,
SDN,PAS,NY,TAN,2007,CHEVR
SUBN,PAS,GA,RED,2002,FORD
SUBN,PAS,NY,GOLD,2006,GMC
SUBN,PAS,PA,BLACK,2010,NISSA
SUBN,PAS,NY,BROWN,2001,GMC
SUBN,PAS,NY,GREEN,2006,DODGE
SUBN,PAS,NY,SILVER,2016,CADIL
SDN,PAS,NY,BLACK,2010,KIA
,PAS,NY,RED,1993,TOYOT
